time_step,episode,reward,cumulative_reward,balance,stake_a,stake_b,p_chosen,correct
409,74,1000.00,3137.59,4137.59,0.00,3137.59,0.03,1
410,74,0.00,3137.59,4137.59,0.00,0.00,0.04,0
411,74,-1000.00,2137.59,3137.59,2368.80,1768.79,0.08,0
412,74,-1000.00,1137.59,2137.59,2120.90,1016.70,0.37,0
413,74,1000.00,2137.59,3137.59,441.26,1696.33,0.17,1
414,74,-1000.00,1137.59,2137.59,3137.59,0.00,0.01,0
415,74,1000.00,2137.59,3137.59,1068.80,1068.80,0.01,1
416,74,-1000.00,1137.59,2137.59,1817.90,1319.69,0.43,0
417,74,-1000.00,137.59,1137.59,1534.81,491.54,0.38,0
418,74,1000.00,1137.59,2137.59,0.00,1137.59,0.00,1
419,74,1000.00,2137.59,3137.59,483.63,1653.97,0.33,1
420,74,-1000.00,1137.59,2137.59,1620.40,1269.39,0.42,0
421,74,1000.00,2137.59,3137.59,43.56,1839.27,0.29,1
422,74,-1000.00,1137.59,2137.59,2067.92,1069.67,0.32,0
423,74,-191.00,946.60,1946.60,191.00,0.00,0.11,0
424,74,-161.72,784.88,1784.88,161.72,0.00,0.05,0
425,74,1000.00,1784.88,2784.88,837.95,946.93,0.10,1
426,74,-1000.00,784.88,1784.88,2337.64,447.23,0.17,0
427,74,-1000.00,-215.12,784.88,1685.01,99.87,0.09,0
428,74,-353.21,-568.33,431.67,282.74,70.47,0.30,0
429,74,1000.00,431.67,1431.67,11.90,313.32,0.31,1
430,74,-1000.00,-568.33,431.67,1431.67,0.00,0.10,0
431,74,-294.37,-862.71,137.29,225.85,68.53,0.35,0
432,74,-137.29,-1000.00,0.00,86.30,50.99,0.41,0
433,75,-1000.00,-1000.00,0.00,487.56,512.44,0.28,0
434,76,1000.00,1000.00,2000.00,0.00,585.44,0.30,1
435,76,-1000.00,0.00,1000.00,0.00,1403.20,0.02,0
436,76,-1000.00,-1000.00,0.00,622.89,377.11,0.31,0
437,77,-1000.00,-1000.00,0.00,507.62,492.38,0.43,0
438,78,-317.84,-317.84,682.16,196.44,121.40,0.32,0
439,78,-682.16,-1000.00,0.00,538.56,143.60,0.31,0
440,79,1000.00,1000.00,2000.00,0.00,260.00,0.04,1
441,79,1000.00,2000.00,3000.00,735.23,1043.36,0.43,1
442,79,1000.00,3000.00,4000.00,1156.52,1843.48,0.44,1
443,79,-1000.00,2000.00,3000.00,2390.92,0.00,0.23,0
444,79,-1000.00,1000.00,2000.00,892.03,510.12,0.34,0
445,79,1000.00,2000.00,3000.00,841.53,1158.47,0.28,1
446,79,-1000.00,1000.00,2000.00,1678.33,1321.67,0.31,0
447,79,-986.94,13.06,1013.06,986.94,0.00,0.23,0
448,79,-1000.00,-986.94,13.06,385.13,627.93,0.19,0
449,79,-1000.00,-1986.94,-986.94,4.22,8.84,0.29,0
450,80,-1000.00,-1000.00,0.00,704.10,295.90,0.37,0
451,81,-1000.00,-1000.00,0.00,882.77,0.00,0.15,0
452,82,0.00,0.00,1000.00,0.00,0.00,0.05,0
453,82,-1000.00,-1000.00,0.00,501.43,498.57,0.16,0
454,83,-1000.00,-1000.00,0.00,608.96,391.04,0.27,0
455,84,-1000.00,-1000.00,0.00,390.13,609.87,0.06,0
456,85,-889.92,-889.92,110.08,323.47,566.45,0.43,0
457,85,-1000.00,-1889.92,-889.92,10.21,0.00,0.22,0
458,86,-742.50,-742.50,257.50,563.62,178.89,0.36,0
459,86,-1000.00,-1742.50,-742.50,0.00,253.98,0.12,0
460,87,-1000.00,-1000.00,0.00,564.25,133.10,0.32,0
461,88,1000.00,1000.00,2000.00,328.18,671.82,0.31,1
462,88,1000.00,2000.00,3000.00,841.24,1158.76,0.40,1
463,88,1000.00,3000.00,4000.00,824.71,2175.29,0.05,1
464,88,-538.45,2461.55,3461.55,452.97,85.48,0.21,0
465,88,1000.00,3461.55,4461.55,1730.78,1730.78,0.02,1
466,88,-1000.00,2461.55,3461.55,2446.62,2014.93,0.30,0
467,88,-1000.00,1461.55,2461.55,1829.41,1632.15,0.38,0
468,88,-1000.00,461.55,1461.55,1311.56,0.00,0.10,0
469,88,1000.00,1461.55,2461.55,0.00,1152.04,0.25,1
470,88,-1000.00,461.55,1461.55,1351.39,1110.17,0.17,0
471,88,1000.00,1461.55,2461.55,0.00,1461.55,0.09,1
472,88,-1000.00,461.55,1461.55,1236.88,1224.68,0.42,0
473,88,1000.00,1461.55,2461.55,200.85,1023.70,0.35,1
474,88,-1000.00,461.55,1461.55,2461.55,0.00,0.09,0
475,88,-297.97,163.58,1163.58,297.97,0.00,0.10,0
476,88,1000.00,1163.58,2163.58,581.79,581.79,0.15,1
477,88,1000.00,2163.58,3163.58,235.77,428.25,0.26,1
478,88,-1000.00,1163.58,2163.58,1941.26,0.00,0.16,0
479,88,-1000.00,163.58,1163.58,1313.27,850.31,0.42,0
480,88,-1000.00,-836.42,163.58,674.38,489.21,0.42,0
481,88,1000.00,163.58,1163.58,81.79,81.79,0.05,1
482,88,1000.00,1163.58,2163.58,224.56,939.02,0.04,1
483,88,0.00,1163.58,2163.58,0.00,0.00,0.13,0
484,88,-1000.00,163.58,1163.58,1950.21,0.00,0.12,0
485,88,-1000.00,-836.42,163.58,781.38,382.20,0.25,0
486,88,-139.62,-976.04,23.96,118.20,21.42,0.34,0
487,88,-23.96,-1000.00,0.00,14.89,9.07,0.41,0
488,89,-591.31,-591.31,408.69,591.31,0.00,0.13,0
489,89,1000.00,408.69,1408.69,164.00,244.69,0.44,1
490,89,-1000.00,-591.31,408.69,1289.86,118.83,0.15,0
491,89,-313.49,-904.80,95.20,313.49,0.00,0.16,0
492,89,1000.00,95.20,1095.20,33.75,36.14,0.42,1
493,89,-1000.00,-904.80,95.20,1095.20,0.00,0.03,0
494,89,1000.00,95.20,1095.20,4.70,82.84,0.29,1
495,89,1000.00,1095.20,2095.20,201.68,893.52,0.06,1
496,89,-1000.00,95.20,1095.20,1488.06,607.14,0.32,0
497,89,0.00,95.20,1095.20,0.00,0.00,0.14,0
498,89,1000.00,1095.20,2095.20,0.00,1095.20,0.09,1
499,89,1000.00,2095.20,3095.20,1047.60,1047.60,0.09,1
500,89,1000.00,3095.20,4095.20,543.59,2551.61,0.27,1
501,89,1000.00,4095.20,5095.20,0.82,1958.21,0.33,1
502,89,-1000.00,3095.20,4095.20,3326.70,194.49,0.27,0
503,89,-1000.00,2095.20,3095.20,2256.79,1838.41,0.40,0
504,89,1000.00,3095.20,4095.20,0.00,3095.20,0.05,1
505,89,1000.00,4095.20,5095.20,252.41,2064.86,0.34,1
506,89,-1000.00,3095.20,4095.20,5095.20,0.00,0.05,0
507,89,-1000.00,2095.20,3095.20,3070.02,0.00,0.14,0
508,89,-1000.00,1095.20,2095.20,1209.02,502.78,0.33,0
509,89,-1000.00,95.20,1095.20,1047.60,1047.60,0.05,0
510,89,-1000.00,-904.80,95.20,358.45,48.56,0.29,0
511,89,-80.80,-985.60,14.40,33.75,47.05,0.43,0
512,89,-14.40,-1000.00,0.00,2.74,11.66,0.27,0
513,90,1000.00,1000.00,2000.00,440.53,559.47,0.30,1
514,90,-1000.00,0.00,1000.00,979.12,364.33,0.34,0
515,90,-230.48,-230.48,769.52,230.48,0.00,0.14,0
516,90,-769.52,-1000.00,0.00,423.32,346.20,0.19,0
517,91,-1000.00,-1000.00,0.00,801.43,198.57,0.31,0
518,92,-1000.00,-1000.00,0.00,482.13,517.87,0.27,0
519,93,-1000.00,-1000.00,0.00,740.79,259.21,0.07,0
520,94,-1000.00,-1000.00,0.00,0.00,1000.00,0.17,0
521,95,-1000.00,-1000.00,0.00,0.00,1000.00,0.08,0
522,96,-1000.00,-1000.00,0.00,527.36,472.64,0.34,0
523,97,-1000.00,-1000.00,0.00,428.27,37.13,0.31,0
524,98,-1000.00,-1000.00,0.00,866.61,133.39,0.17,0
525,99,1000.00,1000.00,2000.00,428.08,571.92,0.42,1
526,99,-397.50,602.50,1602.50,397.50,0.00,0.19,0
527,99,-1000.00,-397.50,602.50,819.59,782.91,0.24,0
528,99,0.00,-397.50,602.50,0.00,0.00,0.04,0
529,99,1000.00,602.50,1602.50,0.00,307.77,0.17,1
530,99,1000.00,1602.50,2602.50,566.90,1035.60,0.23,1
531,99,1000.00,2602.50,3602.50,0.00,1402.17,0.16,1
532,99,1000.00,3602.50,4602.50,1801.25,1801.25,0.02,1
533,99,1000.00,4602.50,5602.50,87.82,2216.23,0.29,1
534,99,1000.00,5602.50,6602.50,2801.25,2801.25,0.07,1
535,99,-1000.00,4602.50,5602.50,6602.50,0.00,0.10,0
536,99,1000.00,5602.50,6602.50,0.00,2403.70,0.16,1
537,99,1000.00,6602.50,7602.50,2271.78,4330.72,0.41,1
538,99,1000.00,7602.50,8602.50,2308.45,3867.94,0.43,1
539,99,-1000.00,6602.50,7602.50,3687.42,206.44,0.28,0
540,99,-1000.00,5602.50,6602.50,0.00,7602.50,0.14,0
541,99,-1000.00,4602.50,5602.50,3752.97,2849.53,0.25,0
542,99,-1000.00,3602.50,4602.50,2821.14,1624.28,0.39,0
543,99,-1000.00,2602.50,3602.50,2358.24,2244.26,0.05,0
544,99,-1000.00,1602.50,2602.50,904.35,2249.78,0.37,0
545,99,-325.79,1276.70,2276.70,0.00,325.79,0.17,0
546,99,-1000.00,276.70,1276.70,1355.62,921.08,0.39,0
547,99,-1000.00,-723.30,276.70,833.39,443.32,0.02,0
548,99,-276.70,-1000.00,0.00,115.96,160.74,0.12,0
549,100,-90.98,-90.98,909.02,0.00,90.98,0.03,0
550,100,0.00,-90.98,909.02,0.00,0.00,0.05,0
551,100,-50.01,-141.00,859.00,0.00,50.01,0.03,0
552,100,-68.66,-209.66,790.34,0.00,68.66,0.09,0
553,100,-790.34,-1000.00,0.00,395.17,395.17,0.10,0
554,101,1000.00,1000.00,2000.00,496.27,503.73,0.29,1
555,101,-420.90,579.10,1579.10,420.90,0.00,0.06,0
556,101,1000.00,1579.10,2579.10,0.00,809.85,0.28,1
557,101,1000.00,2579.10,3579.10,0.00,2579.10,0.07,1
558,101,1000.00,3579.10,4579.10,648.18,2930.92,0.40,1
559,101,-1000.00,2579.10,3579.10,3460.52,0.00,0.16,0
560,101,-1000.00,1579.10,2579.10,2418.97,1160.13,0.33,0
561,101,0.00,1579.10,2579.10,0.00,0.00,0.01,0
562,101,1000.00,2579.10,3579.10,0.00,2579.10,0.11,1
563,101,1000.00,3579.10,4579.10,0.00,2666.42,0.09,1
564,101,1000.00,4579.10,5579.10,1749.15,2829.95,0.30,1
565,101,-1000.00,3579.10,4579.10,2834.11,2744.99,0.26,0
566,101,1000.00,4579.10,5579.10,1520.42,3058.68,0.04,1
567,101,1000.00,5579.10,6579.10,1714.23,3864.87,0.43,1
568,101,-1000.00,4579.10,5579.10,3176.32,997.37,0.29,0
569,101,-1000.00,3579.10,4579.10,4760.96,818.14,0.26,0
570,101,-1000.00,2579.10,3579.10,733.47,709.74,0.27,0
571,101,-1000.00,1579.10,2579.10,3579.10,0.00,0.08,0
572,101,-1000.00,579.10,1579.10,2079.40,499.70,0.25,0
573,101,-1000.00,-420.90,579.10,820.01,759.09,0.27,0
574,101,-579.10,-1000.00,0.00,276.14,302.96,0.17,0
575,102,0.00,0.00,1000.00,0.00,0.00,0.16,0
576,102,-82.49,-82.49,917.51,82.49,0.00,0.02,0
577,102,-1000.00,-1082.49,-82.49,0.00,727.77,0.24,0
578,103,-1000.00,-1000.00,0.00,888.19,111.81,0.11,0
579,104,-1000.00,-1000.00,0.00,0.00,622.06,0.07,0
580,105,-1000.00,-1000.00,0.00,288.79,711.21,0.43,0
581,106,-1000.00,-1000.00,0.00,470.04,529.96,0.34,0
582,107,-1000.00,-1000.00,0.00,368.67,631.33,0.33,0
583,107,0.00,-1000.00,0.00,0.00,0.00,0.36,1
584,107,-0.00,-1000.00,0.00,0.00,0.00,0.39,0
585,107,0.00,-1000.00,0.00,0.00,0.00,0.04,1
586,107,0.00,-1000.00,0.00,0.00,0.00,0.04,1
587,107,-0.00,-1000.00,0.00,0.00,0.00,0.22,0
588,107,-0.00,-1000.00,0.00,0.00,0.00,0.19,0
589,107,0.00,-1000.00,0.00,0.00,0.00,0.23,1
590,107,-0.00,-1000.00,0.00,0.00,0.00,0.36,0
591,108,-1000.00,-1000.00,0.00,0.00,112.23,0.23,0
592,109,-1000.00,-1000.00,0.00,784.94,215.06,0.22,0
593,110,1000.00,1000.00,2000.00,671.46,328.54,0.18,1
594,110,1000.00,2000.00,3000.00,1091.73,0.00,0.05,1
595,110,1000.00,3000.00,4000.00,1564.27,1435.73,0.41,1
596,110,-1000.00,2000.00,3000.00,1524.91,2055.80,0.41,0
597,110,1000.00,3000.00,4000.00,2278.91,337.83,0.28,1
598,110,1000.00,4000.00,5000.00,3277.26,722.74,0.30,1
599,110,-1000.00,3000.00,4000.00,1106.53,2924.32,0.41,0
600,110,-1000.00,2000.00,3000.00,1534.77,2465.23,0.00,0
601,110,1000.00,3000.00,4000.00,3000.00,0.00,0.07,1
602,110,1000.00,4000.00,5000.00,2350.83,1649.17,0.22,1
603,110,-1000.00,3000.00,4000.00,0.00,5000.00,0.03,0
604,110,1000.00,4000.00,5000.00,2419.28,1580.72,0.30,1
605,110,-1000.00,3000.00,4000.00,0.00,5000.00,0.13,0
606,110,-1000.00,2000.00,3000.00,259.65,3740.35,0.33,0
607,110,-1000.00,1000.00,2000.00,1500.00,1500.00,0.07,0
608,110,-1000.00,0.00,1000.00,0.00,1767.60,0.04,0
609,110,1000.00,1000.00,2000.00,1000.00,0.00,0.01,1
610,110,-890.14,109.86,1109.86,0.00,890.14,0.24,0
611,110,-946.91,-837.05,162.95,0.00,946.91,0.30,0
612,110,1000.00,162.95,1162.95,91.02,71.93,0.44,1
613,110,1000.00,1162.95,2162.95,581.50,0.00,0.11,1
614,110,1000.00,2162.95,3162.95,1093.98,1068.96,0.10,1
615,110,1000.00,3162.95,4162.95,1643.94,1519.00,0.22,1
616,110,1000.00,4162.95,5162.95,3245.15,0.00,0.19,1
617,110,1000.00,5162.95,6162.95,2897.89,2265.06,0.31,1
618,110,1000.00,6162.95,7162.95,4155.70,2007.24,0.38,1
619,110,-1000.00,5162.95,6162.95,0.00,6001.56,0.07,0
620,110,-1000.00,4162.95,5162.95,2398.83,3669.51,0.44,0
621,110,-1000.00,3162.95,4162.95,956.45,4206.49,0.28,0
622,110,1000.00,4162.95,5162.95,2722.85,1440.09,0.39,1
623,110,-1000.00,3162.95,4162.95,0.00,5162.95,0.06,0
624,110,-1000.00,2162.95,3162.95,1528.92,2634.03,0.08,0
625,111,1000.00,1000.00,2000.00,789.16,210.84,0.15,1
626,111,1000.00,2000.00,3000.00,957.00,0.00,0.17,1
627,111,1000.00,3000.00,4000.00,2052.73,947.27,0.11,1
628,111,1000.00,4000.00,5000.00,2628.28,1371.72,0.25,1
629,111,-1000.00,3000.00,4000.00,1844.59,3155.41,0.34,0
630,111,1000.00,4000.00,5000.00,2561.60,305.28,0.28,1
631,111,-1000.00,3000.00,4000.00,0.00,4007.11,0.26,0
632,111,1000.00,4000.00,5000.00,1554.62,0.00,0.06,1
633,111,-838.50,3161.50,4161.50,0.00,838.50,0.10,0
634,111,-1000.00,2161.50,3161.50,405.13,2403.79,0.32,0
635,111,-1000.00,1161.50,2161.50,1254.28,1907.22,0.27,0
636,111,-1000.00,161.50,1161.50,632.65,1528.85,0.16,0
637,111,-451.10,-289.60,710.40,0.00,451.10,0.22,0
638,111,1000.00,710.40,1710.40,628.73,0.00,0.02,1
639,111,-1000.00,-289.60,710.40,0.00,1492.88,0.14,0
640,111,-520.51,-810.11,189.89,0.00,520.51,0.17,0
641,111,1000.00,189.89,1189.89,115.77,74.12,0.35,1
642,111,1000.00,1189.89,2189.89,720.99,468.90,0.38,1
643,111,-1000.00,189.89,1189.89,434.32,1416.49,0.38,0
644,111,-1000.00,-810.11,189.89,306.95,882.94,0.23,0
645,111,1000.00,189.89,1189.89,104.23,85.66,0.34,1
646,111,1000.00,1189.89,2189.89,601.64,480.77,0.39,1
647,111,-1000.00,189.89,1189.89,1065.95,1123.93,0.39,0
648,111,1000.00,1189.89,2189.89,649.85,540.04,0.36,1
649,111,1000.00,2189.89,3189.89,1483.71,0.00,0.19,1
650,111,-1000.00,1189.89,2189.89,246.31,2410.51,0.42,0
651,111,1000.00,2189.89,3189.89,112.71,0.00,0.05,1
652,111,1000.00,3189.89,4189.89,1776.15,1413.73,0.08,1
653,111,1000.00,4189.89,5189.89,1055.21,660.55,0.30,1
654,111,-1000.00,3189.89,4189.89,1993.30,3196.59,0.43,0
655,111,-1000.00,2189.89,3189.89,2094.94,2094.94,0.06,0
656,111,-1000.00,1189.89,2189.89,1087.20,2102.69,0.37,0
657,111,-1000.00,189.89,1189.89,0.00,1224.75,0.29,0
658,111,-1000.00,-810.11,189.89,501.86,688.03,0.41,0
659,111,-189.89,-1000.00,0.00,92.60,97.28,0.24,0
660,112,-1000.00,-1000.00,0.00,399.89,600.11,0.39,0
661,113,-1000.00,-1000.00,0.00,91.86,908.14,0.28,0
662,114,-1000.00,-1000.00,0.00,0.00,1000.00,0.23,0
663,115,-1000.00,-1000.00,0.00,370.26,629.74,0.43,0
664,116,-980.79,-980.79,19.21,275.74,705.05,0.44,0
665,116,-19.21,-1000.00,0.00,0.00,19.21,0.26,0
666,117,-1000.00,-1000.00,0.00,603.74,396.26,0.00,0
667,118,-242.50,-242.50,757.50,0.00,242.50,0.23,0
668,118,1000.00,757.50,1757.50,747.28,0.00,0.02,1
669,118,1000.00,1757.50,2757.50,1081.41,676.08,0.31,1
670,118,1000.00,2757.50,3757.50,2047.78,709.72,0.10,1
671,118,-1000.00,1757.50,2757.50,0.00,2287.99,0.22,0
672,118,-1000.00,757.50,1757.50,0.00,2757.50,0.19,0
673,118,1000.00,1757.50,2757.50,830.91,122.56,0.27,1
674,118,-1000.00,757.50,1757.50,1055.97,1701.53,0.30,0
675,118,-1000.00,-242.50,757.50,874.02,883.48,0.43,0
676,118,0.00,-242.50,757.50,0.00,0.00,0.02,0
677,118,-668.61,-911.11,88.89,9.65,658.96,0.22,0
678,118,1000.00,88.89,1088.89,36.77,0.00,0.22,1
679,118,1000.00,1088.89,2088.89,695.18,393.71,0.31,1
680,118,-1000.00,88.89,1088.89,538.82,1550.06,0.32,0
681,118,-1000.00,-911.11,88.89,449.32,639.57,0.29,0
682,118,0.00,-911.11,88.89,0.00,0.00,0.08,0
683,118,-88.89,-1000.00,0.00,0.00,88.89,0.19,0
684,119,1000.00,1000.00,2000.00,468.05,531.95,0.17,1
685,119,1000.00,2000.00,3000.00,0.00,2000.00,0.06,1
686,119,1000.00,3000.00,4000.00,0.00,750.71,0.24,1
687,119,1000.00,4000.00,5000.00,0.00,3622.93,0.27,1
688,119,1000.00,5000.00,6000.00,1689.29,3310.71,0.30,1
689,119,1000.00,6000.00,7000.00,2698.01,3301.99,0.37,1
690,119,-1000.00,5000.00,6000.00,5449.45,1550.55,0.21,0
691,119,1000.00,6000.00,7000.00,2731.81,3268.19,0.43,1
692,119,1000.00,7000.00,8000.00,951.05,1784.14,0.26,1
693,119,-1000.00,6000.00,7000.00,4394.88,3605.12,0.34,0
694,119,1000.00,7000.00,8000.00,103.72,6896.28,0.05,1
695,119,1000.00,8000.00,9000.00,0.00,3478.86,0.18,1
696,119,-1000.00,7000.00,8000.00,5453.54,3546.46,0.32,0
697,119,-1000.00,6000.00,7000.00,4001.91,2327.18,0.36,0
698,119,1000.00,7000.00,8000.00,0.00,4949.02,0.12,1
699,119,-1000.00,6000.00,7000.00,8000.00,0.00,0.07,0
700,119,-1000.00,5000.00,6000.00,6803.52,196.48,0.16,0
701,119,-1000.00,4000.00,5000.00,3313.49,2686.51,0.43,0
702,119,1000.00,5000.00,6000.00,1601.77,3398.23,0.24,1
703,119,1000.00,6000.00,7000.00,2238.60,3262.06,0.43,1
704,119,-1000.00,5000.00,6000.00,4628.26,2371.74,0.06,0
705,119,-1000.00,4000.00,5000.00,4808.72,0.00,0.16,0
706,119,1000.00,5000.00,6000.00,83.88,1984.54,0.28,1
707,119,0.00,5000.00,6000.00,0.00,0.00,0.12,0
708,119,-1000.00,4000.00,5000.00,707.63,5292.37,0.24,0
709,119,-1000.00,3000.00,4000.00,2468.45,2294.02,0.41,0
710,119,-1000.00,2000.00,3000.00,0.00,2710.18,0.31,0
711,119,-1000.00,1000.00,2000.00,1456.62,1543.38,0.20,0
712,119,-1000.00,0.00,1000.00,1133.19,357.50,0.33,0
713,119,-1000.00,-1000.00,0.00,950.54,49.46,0.22,0
714,120,-765.78,-765.78,234.22,279.90,485.88,0.42,0
715,120,-234.22,-1000.00,0.00,0.00,234.22,0.09,0
716,121,1000.00,1000.00,2000.00,490.45,509.55,0.12,1
717,121,-1000.00,0.00,1000.00,1753.93,0.00,0.09,0
718,121,-244.07,-244.07,755.93,244.07,0.00,0.16,0
719,121,1000.00,755.93,1755.93,258.78,497.14,0.37,1
720,121,-1000.00,-244.07,755.93,1310.43,418.91,0.34,0
721,121,-658.92,-903.00,97.00,422.11,236.81,0.39,0
722,121,1000.00,97.00,1097.00,33.25,63.75,0.43,1
723,121,-727.40,-630.40,369.60,727.40,0.00,0.09,0
724,121,1000.00,369.60,1369.60,68.46,301.14,0.10,1
725,121,1000.00,1369.60,2369.60,93.34,1276.26,0.33,1
726,121,1000.00,2369.60,3369.60,0.00,2177.98,0.28,1
727,121,1000.00,3369.60,4369.60,1277.24,2092.36,0.43,1
728,121,1000.00,4369.60,5369.60,678.50,3691.10,0.15,1
729,121,1000.00,5369.60,6369.60,1853.98,3515.62,0.41,1
730,121,1000.00,6369.60,7369.60,3184.80,3184.80,0.13,1
731,121,-1000.00,5369.60,6369.60,6826.47,0.00,0.14,0
732,121,1000.00,6369.60,7369.60,2311.71,2877.12,0.41,1
733,121,-1000.00,5369.60,6369.60,4254.91,3114.69,0.16,0
734,121,1000.00,6369.60,7369.60,1712.64,4656.96,0.38,1
735,121,1000.00,7369.60,8369.60,3684.80,3684.80,0.04,1
736,121,1000.00,8369.60,9369.60,3199.08,5170.52,0.38,1
737,121,-1000.00,7369.60,8369.60,4260.12,2226.42,0.34,0
738,121,-1000.00,6369.60,7369.60,5362.33,3007.27,0.06,0
739,121,1000.00,7369.60,8369.60,3657.90,3711.70,0.39,1
740,121,-1000.00,6369.60,7369.60,6895.40,1474.20,0.14,0
741,121,1000.00,7369.60,8369.60,0.00,7369.60,0.11,1
742,121,-1000.00,6369.60,7369.60,2769.88,1739.37,0.32,0
743,121,1000.00,7369.60,8369.60,62.49,1739.92,0.26,1
744,121,1000.00,8369.60,9369.60,2714.01,4974.40,0.42,1
745,121,1000.00,9369.60,10369.60,0.00,7529.81,0.27,1
746,121,1000.00,10369.60,11369.60,3490.81,5325.29,0.42,1
747,121,1000.00,11369.60,12369.60,2079.00,8246.82,0.30,1
748,121,-1000.00,10369.60,11369.60,4866.66,1298.91,0.30,0
749,121,1000.00,11369.60,12369.60,5437.89,5931.71,0.12,1
750,121,1000.00,12369.60,13369.60,156.06,9375.25,0.31,1
751,121,1000.00,13369.60,14369.60,6498.87,6870.73,0.35,1
752,121,-1000.00,12369.60,13369.60,14369.60,0.00,0.09,0
753,122,-25.61,-25.61,974.39,0.00,25.61,0.12,0
754,122,-974.39,-1000.00,0.00,409.18,565.21,0.18,0
755,123,-1000.00,-1000.00,0.00,806.19,161.23,0.20,0
756,124,1000.00,1000.00,2000.00,741.66,226.90,0.28,1
757,124,-1000.00,0.00,1000.00,708.42,1291.58,0.41,0
758,124,-1000.00,-1000.00,0.00,500.00,500.00,0.02,0
759,125,-1000.00,-1000.00,0.00,481.87,518.13,0.11,0
760,126,-1000.00,-1000.00,0.00,406.29,593.71,0.39,0
761,127,-1000.00,-1000.00,0.00,130.93,192.13,0.30,0
762,128,-1000.00,-1000.00,0.00,479.00,521.00,0.40,0
763,129,1000.00,1000.00,2000.00,675.50,211.34,0.25,1
764,129,-1000.00,0.00,1000.00,590.78,1409.22,0.16,0
765,129,1000.00,1000.00,2000.00,660.72,339.28,0.29,1
766,129,1000.00,2000.00,3000.00,1384.69,615.31,0.09,1
767,129,-714.34,1285.66,2285.66,0.00,714.34,0.17,0
768,129,1000.00,2285.66,3285.66,259.31,0.00,0.03,1
769,129,1000.00,3285.66,4285.66,1645.97,1639.68,0.27,1
770,129,-1000.00,2285.66,3285.66,0.00,3180.45,0.26,0
771,129,1000.00,3285.66,4285.66,3285.66,0.00,0.05,1
772,129,1000.00,4285.66,5285.66,4285.66,0.00,0.02,1
773,129,-1000.00,3285.66,4285.66,374.55,4339.98,0.36,0
774,129,-1000.00,2285.66,3285.66,0.00,1426.79,0.19,0
775,129,1000.00,3285.66,4285.66,1732.05,1553.61,0.03,1
776,129,-1000.00,2285.66,3285.66,1278.75,3006.90,0.44,0
777,129,1000.00,3285.66,4285.66,1827.71,1457.94,0.41,1
778,129,-1000.00,2285.66,3285.66,0.00,4285.66,0.27,0
779,129,-1000.00,1285.66,2285.66,2056.08,870.65,0.37,0
780,129,0.00,1285.66,2285.66,0.00,0.00,0.08,0
781,129,-1000.00,285.66,1285.66,1944.47,341.19,0.04,0
782,129,-1000.00,-714.34,285.66,590.82,694.84,0.27,0
783,129,-1000.00,-1714.34,-714.34,6.14,279.52,0.08,0
784,130,1000.00,1000.00,2000.00,245.97,754.03,0.21,1
785,130,1000.00,2000.00,3000.00,905.84,1094.16,0.35,1
786,130,-429.05,1570.95,2570.95,429.05,0.00,0.12,0
787,130,1000.00,2570.95,3570.95,257.07,2313.88,0.22,1
788,130,-1000.00,1570.95,2570.95,2688.61,0.00,0.20,0
789,130,1000.00,2570.95,3570.95,0.00,2570.95,0.24,1
790,130,1000.00,3570.95,4570.95,637.68,2933.27,0.40,1
791,130,-1000.00,2570.95,3570.95,4570.95,0.00,0.11,0
792,130,1000.00,3570.95,4570.95,0.00,3054.26,0.17,1
793,130,-1000.00,2570.95,3570.95,1563.87,1523.56,0.37,0
794,130,1000.00,3570.95,4570.95,1369.64,2201.31,0.19,1
795,130,1000.00,4570.95,5570.95,1164.61,3406.35,0.34,1
796,130,-1000.00,3570.95,4570.95,2951.23,2619.73,0.26,0
797,130,-1000.00,2570.95,3570.95,2569.76,2001.20,0.39,0
798,130,1000.00,3570.95,4570.95,0.00,70.74,0.16,1
799,130,1000.00,4570.95,5570.95,0.00,546.13,0.22,1
800,130,1000.00,5570.95,6570.95,2573.84,2890.29,0.43,1
801,130,1000.00,6570.95,7570.95,2781.55,3789.40,0.43,1
802,130,1000.00,7570.95,8570.95,217.89,5974.74,0.28,1
803,130,1000.00,8570.95,9570.95,2144.55,6426.40,0.27,1
804,130,1000.00,9570.95,10570.95,3819.18,5751.77,0.43,1
805,130,-1000.00,8570.95,9570.95,2685.48,2142.62,0.28,0
806,130,1000.00,9570.95,10570.95,2511.82,7059.13,0.26,1
807,130,1000.00,10570.95,11570.95,4760.05,5810.90,0.44,1
808,130,1000.00,11570.95,12570.95,0.00,7439.60,0.12,1
809,130,1000.00,12570.95,13570.95,0.00,10658.38,0.18,1
810,130,1000.00,13570.95,14570.95,0.00,13570.95,0.18,1
811,130,-1000.00,12570.95,13570.95,3357.34,0.00,0.19,0
812,130,1000.00,13570.95,14570.95,5232.32,6159.47,0.41,1
813,130,-1000.00,12570.95,13570.95,9423.28,5147.68,0.29,0
814,130,1000.00,13570.95,14570.95,0.00,10719.97,0.20,1
815,130,1000.00,14570.95,15570.95,0.00,4766.94,0.24,1
816,130,1000.00,15570.95,16570.95,7726.67,7844.28,0.39,1
817,130,-1000.00,14570.95,15570.95,8867.88,7703.08,0.39,0
818,130,1000.00,15570.95,16570.95,6573.98,8996.97,0.10,1
